assignment_id,customer_id,consultant_id,service,date,start_time,end_time,status
ASSIGN_300224,CUST_WAREHOUSE_8,CONS_100049,Picker,2026-02-18,'06:00','14:00',CONFIRMED
ASSIGN_300225,CUST_WAREHOUSE_9,CONS_100049,Picker,2026-02-18,'08:00','16:00',CONFIRMED
ASSIGN_300226,CUST_WAREHOUSE_8,CONS_100049,Picker,2026-02-19,'06:00','14:00',CONFIRMED
ASSIGN_300227,CUST_WAREHOUSE_9,CONS_100049,Packer,2026-02-27,'14:00','22:00',SICK_REPORTED
ASSIGN_300228,CUST_WAREHOUSE_2,CONS_100050,Picker,2026-02-23,'08:00','16:00',CONFIRMED
ASSIGN_300229,CUST_WAREHOUSE_2,CONS_100050,Picker,2026-02-27,'08:00','16:00',CONFIRMED
ASSIGN_300230,CUST_WAREHOUSE_2,CONS_100050,Picker,2026-02-20,'06:00','14:00',SICK_REPORTED
ASSIGN_300231,CUST_WAREHOUSE_2,CONS_100050,Picker,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300232,CUST_WAREHOUSE_2,CONS_100050,Picker,2026-02-19,'08:00','16:00',SICK_REPORTED
ASSIGN_300233,CUST_WAREHOUSE_3,CONS_100051,ForkliftOperator,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300234,CUST_WAREHOUSE_3,CONS_100051,ForkliftOperator,2026-02-20,'08:00','16:00',CONFIRMED
ASSIGN_300235,CUST_WAREHOUSE_3,CONS_100051,ForkliftOperator,2026-02-26,'06:00','14:00',LATE_REPORTED
ASSIGN_300236,CUST_WAREHOUSE_3,CONS_100051,ForkliftOperator,2026-02-24,'08:00','16:00',CONFIRMED
ASSIGN_300237,CUST_WAREHOUSE_8,CONS_100052,Picker,2026-02-24,'06:00','14:00',CONFIRMED
ASSIGN_300238,CUST_WAREHOUSE_3,CONS_100052,InventoryControl,2026-02-25,'08:00','16:00',CONFIRMED
ASSIGN_300239,CUST_WAREHOUSE_4,CONS_100052,Packer,2026-02-16,'06:00','14:00',CONFIRMED
ASSIGN_300240,CUST_WAREHOUSE_9,CONS_100052,Packer,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300241,CUST_WAREHOUSE_3,CONS_100053,ForkliftOperator,2026-02-18,'14:00','22:00',CONFIRMED
ASSIGN_300242,CUST_WAREHOUSE_3,CONS_100053,ForkliftOperator,2026-02-19,'08:00','16:00',CONFIRMED
ASSIGN_300243,CUST_WAREHOUSE_3,CONS_100053,ForkliftOperator,2026-02-27,'06:00','14:00',CONFIRMED
ASSIGN_300244,CUST_WAREHOUSE_2,CONS_100054,ForkliftOperator,2026-02-25,'08:00','16:00',CONFIRMED
ASSIGN_300245,CUST_WAREHOUSE_2,CONS_100054,InventoryControl,2026-02-24,'06:00','14:00',CONFIRMED
ASSIGN_300246,CUST_WAREHOUSE_2,CONS_100054,ForkliftOperator,2026-02-25,'14:00','22:00',CONFIRMED
ASSIGN_300247,CUST_WAREHOUSE_2,CONS_100054,ForkliftOperator,2026-02-27,'06:00','14:00',CONFIRMED
ASSIGN_300248,CUST_WAREHOUSE_2,CONS_100054,ForkliftOperator,2026-02-18,'08:00','16:00',CONFIRMED
ASSIGN_300249,CUST_WAREHOUSE_2,CONS_100055,ForkliftOperator,2026-02-18,'06:00','14:00',CONFIRMED
ASSIGN_300250,CUST_WAREHOUSE_2,CONS_100055,InventoryControl,2026-02-16,'06:00','14:00',CONFIRMED
ASSIGN_300251,CUST_WAREHOUSE_2,CONS_100055,InventoryControl,2026-02-20,'14:00','22:00',CONFIRMED
ASSIGN_300252,CUST_WAREHOUSE_2,CONS_100055,ForkliftOperator,2026-02-18,'08:00','16:00',CONFIRMED
ASSIGN_300253,CUST_WAREHOUSE_2,CONS_100055,ForkliftOperator,2026-02-23,'06:00','14:00',CONFIRMED
ASSIGN_300254,CUST_WAREHOUSE_2,CONS_100055,InventoryControl,2026-02-26,'06:00','14:00',CONFIRMED
ASSIGN_300255,CUST_WAREHOUSE_9,CONS_100056,ForkliftOperator,2026-02-27,'06:00','14:00',CONFIRMED
ASSIGN_300256,CUST_WAREHOUSE_8,CONS_100056,InventoryControl,2026-02-25,'08:00','16:00',CONFIRMED
ASSIGN_300257,CUST_WAREHOUSE_9,CONS_100056,ForkliftOperator,2026-02-27,'08:00','16:00',CONFIRMED
ASSIGN_300258,CUST_WAREHOUSE_7,CONS_100056,InventoryControl,2026-02-26,'06:00','14:00',CONFIRMED
ASSIGN_300259,CUST_WAREHOUSE_4,CONS_100056,ForkliftOperator,2026-02-19,'06:00','14:00',LATE_REPORTED
ASSIGN_300260,CUST_WAREHOUSE_8,CONS_100056,ForkliftOperator,2026-02-18,'14:00','22:00',CONFIRMED
ASSIGN_300261,CUST_WAREHOUSE_2,CONS_100057,Packer,2026-02-18,'08:00','16:00',CONFIRMED
ASSIGN_300262,CUST_WAREHOUSE_2,CONS_100057,Packer,2026-02-25,'08:00','16:00',CONFIRMED
ASSIGN_300263,CUST_WAREHOUSE_2,CONS_100057,InventoryControl,2026-02-19,'06:00','14:00',CONFIRMED
ASSIGN_300264,CUST_WAREHOUSE_2,CONS_100057,Packer,2026-02-25,'06:00','14:00',CONFIRMED
ASSIGN_300265,CUST_WAREHOUSE_2,CONS_100057,InventoryControl,2026-02-17,'06:00','14:00',CONFIRMED
ASSIGN_300266,CUST_WAREHOUSE_2,CONS_100057,InventoryControl,2026-02-26,'08:00','16:00',SICK_REPORTED
ASSIGN_300267,CUST_WAREHOUSE_10,CONS_100058,InventoryControl,2026-02-20,'06:00','14:00',CONFIRMED
ASSIGN_300268,CUST_WAREHOUSE_10,CONS_100058,InventoryControl,2026-02-26,'06:00','14:00',CONFIRMED
ASSIGN_300269,CUST_WAREHOUSE_2,CONS_100058,Picker,2026-02-25,'08:00','16:00',CONFIRMED
ASSIGN_300270,CUST_WAREHOUSE_5,CONS_100058,ForkliftOperator,2026-02-27,'06:00','14:00',CONFIRMED
ASSIGN_300271,CUST_WAREHOUSE_4,CONS_100059,ForkliftOperator,2026-02-20,'06:00','14:00',CONFIRMED
ASSIGN_300272,CUST_WAREHOUSE_7,CONS_100059,InventoryControl,2026-02-19,'08:00','16:00',CONFIRMED
ASSIGN_300273,CUST_WAREHOUSE_2,CONS_100059,InventoryControl,2026-02-24,'08:00','16:00',CONFIRMED
ASSIGN_300274,CUST_WAREHOUSE_7,CONS_100059,InventoryControl,2026-02-16,'14:00','22:00',SICK_REPORTED
ASSIGN_300275,CUST_WAREHOUSE_2,CONS_100059,Packer,2026-02-17,'08:00','16:00',CONFIRMED
ASSIGN_300276,CUST_WAREHOUSE_9,CONS_100060,TeamLead,2026-02-18,'14:00','22:00',CONFIRMED
ASSIGN_300277,CUST_WAREHOUSE_7,CONS_100060,InventoryControl,2026-02-17,'08:00','16:00',CONFIRMED
ASSIGN_300278,CUST_WAREHOUSE_4,CONS_100060,TeamLead,2026-02-24,'06:00','14:00',CONFIRMED
ASSIGN_300279,CUST_WAREHOUSE_4,CONS_100060,Packer,2026-02-16,'06:00','14:00',CONFIRMED
ASSIGN_300280,CUST_WAREHOUSE_5,CONS_100061,ForkliftOperator,2026-02-18,'08:00','16:00',SICK_REPORTED
ASSIGN_300281,CUST_WAREHOUSE_5,CONS_100061,ForkliftOperator,2026-02-26,'14:00','22:00',CONFIRMED
ASSIGN_300282,CUST_WAREHOUSE_5,CONS_100061,ForkliftOperator,2026-02-20,'08:00','16:00',LATE_REPORTED
ASSIGN_300283,CUST_WAREHOUSE_10,CONS_100061,InventoryControl,2026-02-26,'06:00','14:00',CONFIRMED
ASSIGN_300284,CUST_WAREHOUSE_6,CONS_100062,Packer,2026-02-27,'08:00','16:00',CONFIRMED
ASSIGN_300285,CUST_WAREHOUSE_6,CONS_100062,InventoryControl,2026-02-17,'08:00','16:00',CONFIRMED
ASSIGN_300286,CUST_WAREHOUSE_6,CONS_100062,InventoryControl,2026-02-26,'14:00','22:00',CONFIRMED
ASSIGN_300287,CUST_WAREHOUSE_2,CONS_100062,Packer,2026-02-24,'06:00','14:00',CONFIRMED
ASSIGN_300288,CUST_WAREHOUSE_3,CONS_100063,ForkliftOperator,2026-02-24,'14:00','22:00',CONFIRMED
ASSIGN_300289,CUST_WAREHOUSE_3,CONS_100063,ForkliftOperator,2026-02-25,'14:00','22:00',NO_SHOW
ASSIGN_300290,CUST_WAREHOUSE_3,CONS_100063,ForkliftOperator,2026-02-23,'08:00','16:00',CONFIRMED
ASSIGN_300291,CUST_WAREHOUSE_3,CONS_100063,ForkliftOperator,2026-02-17,'08:00','16:00',CONFIRMED
ASSIGN_300292,CUST_WAREHOUSE_3,CONS_100063,ForkliftOperator,2026-02-18,'14:00','22:00',CONFIRMED
ASSIGN_300293,CUST_WAREHOUSE_3,CONS_100063,ForkliftOperator,2026-02-17,'06:00','14:00',CONFIRMED
ASSIGN_300294,CUST_WAREHOUSE_10,CONS_100064,Picker,2026-02-23,'06:00','14:00',CONFIRMED
ASSIGN_300295,CUST_WAREHOUSE_5,CONS_100064,Picker,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300296,CUST_WAREHOUSE_10,CONS_100064,Picker,2026-02-27,'14:00','22:00',SICK_REPORTED
ASSIGN_300297,CUST_WAREHOUSE_5,CONS_100064,Picker,2026-02-19,'14:00','22:00',CONFIRMED
ASSIGN_300298,CUST_WAREHOUSE_3,CONS_100064,Picker,2026-02-20,'14:00','22:00',CONFIRMED
ASSIGN_300299,CUST_WAREHOUSE_1,CONS_100065,Packer,2026-02-27,'06:00','14:00',CONFIRMED
ASSIGN_300300,CUST_WAREHOUSE_1,CONS_100065,Packer,2026-02-17,'08:00','16:00',CONFIRMED
ASSIGN_300301,CUST_WAREHOUSE_6,CONS_100065,Packer,2026-02-18,'08:00','16:00',CONFIRMED
ASSIGN_300302,CUST_WAREHOUSE_6,CONS_100065,InventoryControl,2026-02-20,'08:00','16:00',CONFIRMED
ASSIGN_300303,CUST_WAREHOUSE_6,CONS_100065,Packer,2026-02-25,'06:00','14:00',CONFIRMED
ASSIGN_300304,CUST_WAREHOUSE_7,CONS_100066,ForkliftOperator,2026-02-25,'14:00','22:00',CONFIRMED
ASSIGN_300305,CUST_WAREHOUSE_5,CONS_100066,ForkliftOperator,2026-02-24,'14:00','22:00',CONFIRMED
ASSIGN_300306,CUST_WAREHOUSE_9,CONS_100066,ForkliftOperator,2026-02-26,'08:00','16:00',NO_SHOW
ASSIGN_300307,CUST_WAREHOUSE_9,CONS_100066,ForkliftOperator,2026-02-27,'08:00','16:00',CONFIRMED
ASSIGN_300308,CUST_WAREHOUSE_6,CONS_100067,Packer,2026-02-23,'06:00','14:00',NO_SHOW
ASSIGN_300309,CUST_WAREHOUSE_1,CONS_100067,Packer,2026-02-26,'06:00','14:00',CONFIRMED
ASSIGN_300310,CUST_WAREHOUSE_1,CONS_100067,Packer,2026-02-18,'06:00','14:00',CONFIRMED
ASSIGN_300311,CUST_WAREHOUSE_3,CONS_100068,ForkliftOperator,2026-02-20,'06:00','14:00',CONFIRMED
ASSIGN_300312,CUST_WAREHOUSE_3,CONS_100068,ForkliftOperator,2026-02-20,'08:00','16:00',SICK_REPORTED
ASSIGN_300313,CUST_WAREHOUSE_3,CONS_100068,ForkliftOperator,2026-02-27,'08:00','16:00',CONFIRMED
ASSIGN_300314,CUST_WAREHOUSE_5,CONS_100069,ForkliftOperator,2026-02-23,'08:00','16:00',CONFIRMED
ASSIGN_300315,CUST_WAREHOUSE_5,CONS_100069,ForkliftOperator,2026-02-27,'06:00','14:00',CONFIRMED
ASSIGN_300316,CUST_WAREHOUSE_5,CONS_100069,ForkliftOperator,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300317,CUST_WAREHOUSE_5,CONS_100069,ForkliftOperator,2026-02-20,'06:00','14:00',CONFIRMED
ASSIGN_300318,CUST_WAREHOUSE_2,CONS_100070,Picker,2026-02-24,'08:00','16:00',CONFIRMED
ASSIGN_300319,CUST_WAREHOUSE_2,CONS_100070,Picker,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300320,CUST_WAREHOUSE_2,CONS_100070,Picker,2026-02-26,'06:00','14:00',CONFIRMED
ASSIGN_300321,CUST_WAREHOUSE_2,CONS_100070,Picker,2026-02-20,'06:00','14:00',CONFIRMED
ASSIGN_300322,CUST_WAREHOUSE_2,CONS_100071,Packer,2026-02-27,'06:00','14:00',CONFIRMED
ASSIGN_300323,CUST_WAREHOUSE_6,CONS_100071,ForkliftOperator,2026-02-20,'08:00','16:00',CONFIRMED
ASSIGN_300324,CUST_WAREHOUSE_6,CONS_100071,Packer,2026-02-18,'06:00','14:00',CONFIRMED
ASSIGN_300325,CUST_WAREHOUSE_6,CONS_100071,Packer,2026-02-17,'06:00','14:00',SICK_REPORTED
ASSIGN_300326,CUST_WAREHOUSE_6,CONS_100071,ForkliftOperator,2026-02-19,'06:00','14:00',CONFIRMED
ASSIGN_300327,CUST_WAREHOUSE_2,CONS_100071,InventoryControl,2026-02-23,'06:00','14:00',NO_SHOW
ASSIGN_300328,CUST_WAREHOUSE_3,CONS_100072,Packer,2026-02-27,'08:00','16:00',CONFIRMED
ASSIGN_300329,CUST_WAREHOUSE_3,CONS_100072,Packer,2026-02-26,'06:00','14:00',CONFIRMED
ASSIGN_300330,CUST_WAREHOUSE_3,CONS_100072,Packer,2026-02-26,'14:00','22:00',CONFIRMED
ASSIGN_300331,CUST_WAREHOUSE_1,CONS_100072,Packer,2026-02-25,'06:00','14:00',CONFIRMED
ASSIGN_300332,CUST_WAREHOUSE_10,CONS_100073,ForkliftOperator,2026-02-26,'08:00','16:00',CONFIRMED
ASSIGN_300333,CUST_WAREHOUSE_10,CONS_100073,Picker,2026-02-27,'14:00','22:00',CONFIRMED
ASSIGN_300334,CUST_WAREHOUSE_10,CONS_100073,Picker,2026-02-17,'08:00','16:00',CONFIRMED
ASSIGN_300335,CUST_WAREHOUSE_10,CONS_100073,Picker,2026-02-24,'14:00','22:00',CONFIRMED
ASSIGN_300336,CUST_WAREHOUSE_10,CONS_100073,Picker,2026-02-18,'06:00','14:00',CONFIRMED
ASSIGN_300337,CUST_WAREHOUSE_1,CONS_100074,ForkliftOperator,2026-02-24,'06:00','14:00',NO_SHOW
ASSIGN_300338,CUST_WAREHOUSE_1,CONS_100074,ForkliftOperator,2026-02-23,'08:00','16:00',CONFIRMED
ASSIGN_300339,CUST_WAREHOUSE_6,CONS_100074,Packer,2026-02-24,'14:00','22:00',CONFIRMED
ASSIGN_300340,CUST_WAREHOUSE_1,CONS_100074,ForkliftOperator,2026-02-18,'14:00','22:00',CONFIRMED
ASSIGN_300341,CUST_WAREHOUSE_1,CONS_100074,ForkliftOperator,2026-02-16,'06:00','14:00',LATE_REPORTED
ASSIGN_300342,CUST_WAREHOUSE_1,CONS_100074,ForkliftOperator,2026-02-23,'06:00','14:00',CONFIRMED
ASSIGN_300343,CUST_WAREHOUSE_2,CONS_100075,InventoryControl,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300344,CUST_WAREHOUSE_2,CONS_100075,InventoryControl,2026-02-27,'08:00','16:00',CONFIRMED
ASSIGN_300345,CUST_WAREHOUSE_2,CONS_100075,Packer,2026-02-26,'14:00','22:00',CONFIRMED
ASSIGN_300346,CUST_WAREHOUSE_2,CONS_100075,InventoryControl,2026-02-24,'06:00','14:00',NO_SHOW
ASSIGN_300347,CUST_WAREHOUSE_2,CONS_100075,Packer,2026-02-19,'06:00','14:00',CONFIRMED
ASSIGN_300348,CUST_WAREHOUSE_5,CONS_100076,ForkliftOperator,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300349,CUST_WAREHOUSE_5,CONS_100076,ForkliftOperator,2026-02-17,'06:00','14:00',CONFIRMED
ASSIGN_300350,CUST_WAREHOUSE_5,CONS_100076,ForkliftOperator,2026-02-24,'08:00','16:00',CONFIRMED
ASSIGN_300351,CUST_WAREHOUSE_5,CONS_100076,ForkliftOperator,2026-02-24,'06:00','14:00',CONFIRMED
ASSIGN_300352,CUST_WAREHOUSE_9,CONS_100077,InventoryControl,2026-02-24,'14:00','22:00',CONFIRMED
ASSIGN_300353,CUST_WAREHOUSE_8,CONS_100077,Picker,2026-02-18,'08:00','16:00',CONFIRMED
ASSIGN_300354,CUST_WAREHOUSE_9,CONS_100077,ForkliftOperator,2026-02-27,'06:00','14:00',CONFIRMED
ASSIGN_300355,CUST_WAREHOUSE_2,CONS_100078,Packer,2026-02-18,'08:00','16:00',CONFIRMED
ASSIGN_300356,CUST_WAREHOUSE_2,CONS_100078,Packer,2026-02-26,'08:00','16:00',CONFIRMED
ASSIGN_300357,CUST_WAREHOUSE_2,CONS_100078,Packer,2026-02-20,'08:00','16:00',CONFIRMED
ASSIGN_300358,CUST_WAREHOUSE_2,CONS_100078,Packer,2026-02-25,'14:00','22:00',CONFIRMED
ASSIGN_300359,CUST_WAREHOUSE_2,CONS_100078,Packer,2026-02-19,'06:00','14:00',CONFIRMED
ASSIGN_300360,CUST_WAREHOUSE_2,CONS_100078,Packer,2026-02-18,'14:00','22:00',SICK_REPORTED
ASSIGN_300361,CUST_WAREHOUSE_8,CONS_100079,ForkliftOperator,2026-02-16,'08:00','16:00',CONFIRMED
ASSIGN_300362,CUST_WAREHOUSE_4,CONS_100079,ForkliftOperator,2026-02-18,'14:00','22:00',CONFIRMED
ASSIGN_300363,CUST_WAREHOUSE_9,CONS_100079,ForkliftOperator,2026-02-27,'08:00','16:00',CONFIRMED
ASSIGN_300364,CUST_WAREHOUSE_2,CONS_100080,Picker,2026-02-16,'06:00','14:00',CONFIRMED
ASSIGN_300365,CUST_WAREHOUSE_2,CONS_100080,Picker,2026-02-20,'06:00','14:00',CONFIRMED
ASSIGN_300366,CUST_WAREHOUSE_2,CONS_100080,Picker,2026-02-19,'14:00','22:00',CONFIRMED
ASSIGN_300367,CUST_WAREHOUSE_2,CONS_100080,Picker,2026-02-25,'08:00','16:00',CONFIRMED
ASSIGN_300368,CUST_WAREHOUSE_3,CONS_100081,Packer,2026-02-27,'14:00','22:00',CONFIRMED
ASSIGN_300369,CUST_WAREHOUSE_3,CONS_100081,Packer,2026-02-24,'08:00','16:00',CONFIRMED
ASSIGN_300370,CUST_WAREHOUSE_3,CONS_100081,Packer,2026-02-19,'06:00','14:00',CONFIRMED
ASSIGN_300371,CUST_WAREHOUSE_3,CONS_100081,Packer,2026-02-17,'08:00','16:00',CONFIRMED
ASSIGN_300372,CUST_WAREHOUSE_3,CONS_100081,Packer,2026-02-23,'08:00','16:00',SICK_REPORTED
ASSIGN_300373,CUST_WAREHOUSE_1,CONS_100082,ForkliftOperator,2026-02-18,'14:00','22:00',CONFIRMED
ASSIGN_300374,CUST_WAREHOUSE_6,CONS_100082,Picker,2026-02-17,'08:00','16:00',CONFIRMED
ASSIGN_300375,CUST_WAREHOUSE_6,CONS_100082,Picker,2026-02-17,'06:00','14:00',CONFIRMED
ASSIGN_300376,CUST_WAREHOUSE_6,CONS_100082,Picker,2026-02-24,'06:00','14:00',CONFIRMED
ASSIGN_300377,CUST_WAREHOUSE_6,CONS_100082,Picker,2026-02-19,'14:00','22:00',CONFIRMED
ASSIGN_300378,CUST_WAREHOUSE_5,CONS_100083,InventoryControl,2026-02-20,'14:00','22:00',CONFIRMED
ASSIGN_300379,CUST_WAREHOUSE_5,CONS_100083,InventoryControl,2026-02-16,'06:00','14:00',CONFIRMED
ASSIGN_300380,CUST_WAREHOUSE_10,CONS_100083,InventoryControl,2026-02-18,'08:00','16:00',CONFIRMED
ASSIGN_300381,CUST_WAREHOUSE_5,CONS_100083,InventoryControl,2026-02-26,'14:00','22:00',CONFIRMED
ASSIGN_300382,CUST_WAREHOUSE_4,CONS_100084,Packer,2026-02-23,'08:00','16:00',LATE_REPORTED
ASSIGN_300383,CUST_WAREHOUSE_7,CONS_100084,InventoryControl,2026-02-20,'08:00','16:00',LATE_REPORTED
ASSIGN_300384,CUST_WAREHOUSE_8,CONS_100084,Packer,2026-02-26,'08:00','16:00',CONFIRMED
ASSIGN_300385,CUST_WAREHOUSE_5,CONS_100085,Packer,2026-02-27,'06:00','14:00',CONFIRMED
ASSIGN_300386,CUST_WAREHOUSE_5,CONS_100085,InventoryControl,2026-02-24,'14:00','22:00',CONFIRMED
ASSIGN_300387,CUST_WAREHOUSE_5,CONS_100085,Packer,2026-02-20,'14:00','22:00',CONFIRMED
ASSIGN_300388,CUST_WAREHOUSE_10,CONS_100085,InventoryControl,2026-02-27,'08:00','16:00',CONFIRMED
ASSIGN_300389,CUST_WAREHOUSE_5,CONS_100086,ForkliftOperator,2026-02-27,'14:00','22:00',CONFIRMED
ASSIGN_300390,CUST_WAREHOUSE_6,CONS_100086,TeamLead,2026-02-26,'14:00','22:00',CONFIRMED
ASSIGN_300391,CUST_WAREHOUSE_1,CONS_100086,ForkliftOperator,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300392,CUST_WAREHOUSE_10,CONS_100087,InventoryControl,2026-02-19,'06:00','14:00',NO_SHOW
ASSIGN_300393,CUST_WAREHOUSE_5,CONS_100087,TeamLead,2026-02-26,'06:00','14:00',SICK_REPORTED
ASSIGN_300394,CUST_WAREHOUSE_5,CONS_100087,InventoryControl,2026-02-26,'14:00','22:00',CONFIRMED
ASSIGN_300395,CUST_WAREHOUSE_6,CONS_100088,Packer,2026-02-24,'08:00','16:00',CONFIRMED
ASSIGN_300396,CUST_WAREHOUSE_6,CONS_100088,ForkliftOperator,2026-02-16,'06:00','14:00',CONFIRMED
ASSIGN_300397,CUST_WAREHOUSE_1,CONS_100088,ForkliftOperator,2026-02-24,'14:00','22:00',CONFIRMED
ASSIGN_300398,CUST_WAREHOUSE_1,CONS_100088,ForkliftOperator,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300399,CUST_WAREHOUSE_6,CONS_100088,Packer,2026-02-23,'08:00','16:00',CONFIRMED
ASSIGN_300400,CUST_WAREHOUSE_9,CONS_100089,ForkliftOperator,2026-02-19,'14:00','22:00',CONFIRMED
ASSIGN_300401,CUST_WAREHOUSE_1,CONS_100089,ForkliftOperator,2026-02-23,'08:00','16:00',CONFIRMED
ASSIGN_300402,CUST_WAREHOUSE_4,CONS_100089,ForkliftOperator,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300403,CUST_WAREHOUSE_9,CONS_100089,InventoryControl,2026-02-23,'06:00','14:00',CONFIRMED
ASSIGN_300404,CUST_WAREHOUSE_1,CONS_100090,Picker,2026-02-17,'08:00','16:00',CONFIRMED
ASSIGN_300405,CUST_WAREHOUSE_1,CONS_100090,InventoryControl,2026-02-19,'06:00','14:00',CONFIRMED
ASSIGN_300406,CUST_WAREHOUSE_1,CONS_100090,Picker,2026-02-19,'14:00','22:00',SICK_REPORTED
ASSIGN_300407,CUST_WAREHOUSE_1,CONS_100090,Picker,2026-02-20,'08:00','16:00',CONFIRMED
ASSIGN_300408,CUST_WAREHOUSE_3,CONS_100091,ForkliftOperator,2026-02-20,'14:00','22:00',CONFIRMED
ASSIGN_300409,CUST_WAREHOUSE_3,CONS_100091,ForkliftOperator,2026-02-19,'08:00','16:00',CONFIRMED
ASSIGN_300410,CUST_WAREHOUSE_3,CONS_100091,ForkliftOperator,2026-02-27,'06:00','14:00',CONFIRMED
ASSIGN_300411,CUST_WAREHOUSE_1,CONS_100092,InventoryControl,2026-02-20,'06:00','14:00',CONFIRMED
ASSIGN_300412,CUST_WAREHOUSE_6,CONS_100092,InventoryControl,2026-02-25,'08:00','16:00',CONFIRMED
ASSIGN_300413,CUST_WAREHOUSE_6,CONS_100092,Packer,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300414,CUST_WAREHOUSE_2,CONS_100093,ForkliftOperator,2026-02-18,'08:00','16:00',CONFIRMED
ASSIGN_300415,CUST_WAREHOUSE_2,CONS_100093,ForkliftOperator,2026-02-16,'06:00','14:00',CONFIRMED
ASSIGN_300416,CUST_WAREHOUSE_2,CONS_100093,ForkliftOperator,2026-02-25,'14:00','22:00',CONFIRMED
ASSIGN_300417,CUST_WAREHOUSE_2,CONS_100093,ForkliftOperator,2026-02-17,'14:00','22:00',CONFIRMED
ASSIGN_300418,CUST_WAREHOUSE_2,CONS_100093,ForkliftOperator,2026-02-19,'08:00','16:00',CONFIRMED
ASSIGN_300419,CUST_WAREHOUSE_1,CONS_100094,ForkliftOperator,2026-02-23,'08:00','16:00',CONFIRMED
ASSIGN_300420,CUST_WAREHOUSE_6,CONS_100094,Picker,2026-02-19,'08:00','16:00',CONFIRMED
ASSIGN_300421,CUST_WAREHOUSE_1,CONS_100094,ForkliftOperator,2026-02-26,'08:00','16:00',CONFIRMED
ASSIGN_300422,CUST_WAREHOUSE_2,CONS_100094,Picker,2026-02-16,'14:00','22:00',CONFIRMED
ASSIGN_300423,CUST_WAREHOUSE_1,CONS_100095,Picker,2026-02-20,'06:00','14:00',SICK_REPORTED
ASSIGN_300424,CUST_WAREHOUSE_1,CONS_100095,Packer,2026-02-25,'14:00','22:00',CONFIRMED
ASSIGN_300425,CUST_WAREHOUSE_6,CONS_100095,Picker,2026-02-20,'08:00','16:00',CONFIRMED
ASSIGN_300426,CUST_WAREHOUSE_1,CONS_100095,Picker,2026-02-24,'06:00','14:00',CONFIRMED
ASSIGN_300427,CUST_WAREHOUSE_5,CONS_100096,ForkliftOperator,2026-02-26,'08:00','16:00',CONFIRMED
ASSIGN_300428,CUST_WAREHOUSE_10,CONS_100096,ForkliftOperator,2026-02-24,'08:00','16:00',CONFIRMED
ASSIGN_300429,CUST_WAREHOUSE_6,CONS_100096,Packer,2026-02-20,'06:00','14:00',CONFIRMED
ASSIGN_300430,CUST_WAREHOUSE_2,CONS_100097,Picker,2026-02-23,'14:00','22:00',CONFIRMED
ASSIGN_300431,CUST_WAREHOUSE_2,CONS_100097,Picker,2026-02-18,'08:00','16:00',CONFIRMED
ASSIGN_300432,CUST_WAREHOUSE_2,CONS_100097,Picker,2026-02-26,'08:00','16:00',CONFIRMED
ASSIGN_300433,CUST_WAREHOUSE_2,CONS_100097,Picker,2026-02-20,'14:00','22:00',SICK_REPORTED
ASSIGN_300434,CUST_WAREHOUSE_2,CONS_100097,Picker,2026-02-27,'08:00','16:00',CONFIRMED
ASSIGN_300435,CUST_WAREHOUSE_4,CONS_100098,ForkliftOperator,2026-02-16,'06:00','14:00',CONFIRMED
ASSIGN_300436,CUST_WAREHOUSE_9,CONS_100098,Packer,2026-02-24,'06:00','14:00',CONFIRMED
ASSIGN_300437,CUST_WAREHOUSE_8,CONS_100098,ForkliftOperator,2026-02-20,'08:00','16:00',CONFIRMED
ASSIGN_300438,CUST_WAREHOUSE_8,CONS_100098,ForkliftOperator,2026-02-27,'14:00','22:00',CONFIRMED
ASSIGN_300439,CUST_WAREHOUSE_10,CONS_100099,ForkliftOperator,2026-02-16,'08:00','16:00',SICK_REPORTED
ASSIGN_300440,CUST_WAREHOUSE_10,CONS_100099,ForkliftOperator,2026-02-16,'06:00','14:00',CONFIRMED
ASSIGN_300441,CUST_WAREHOUSE_10,CONS_100099,ForkliftOperator,2026-02-27,'14:00','22:00',CONFIRMED
ASSIGN_300442,CUST_WAREHOUSE_10,CONS_100099,ForkliftOperator,2026-02-26,'06:00','14:00',CONFIRMED
ASSIGN_300443,CUST_WAREHOUSE_5,CONS_100099,ForkliftOperator,2026-02-20,'14:00','22:00',CONFIRMED
ASSIGN_300444,CUST_WAREHOUSE_10,CONS_100099,ForkliftOperator,2026-02-27,'08:00','16:00',CONFIRMED
ASSIGN_300445,CUST_WAREHOUSE_5,CONS_100100,InventoryControl,2026-02-27,'14:00','22:00',CONFIRMED
