availability_id,consultant_id,date,start_time,end_time,status
AV_90387,CONS_100038,2026-02-18,'08:00','16:00',AVAILABLE
AV_90388,CONS_100038,2026-02-18,'06:00','14:00',BOOKED
AV_90389,CONS_100038,2026-02-20,'06:00','14:00',AVAILABLE
AV_90390,CONS_100038,2026-02-20,'14:00','22:00',AVAILABLE
AV_90391,CONS_100038,2026-02-24,'06:00','14:00',AVAILABLE
AV_90392,CONS_100038,2026-02-24,'14:00','22:00',AVAILABLE
AV_90393,CONS_100038,2026-02-25,'06:00','14:00',BOOKED
AV_90394,CONS_100038,2026-02-25,'14:00','22:00',AVAILABLE
AV_90395,CONS_100038,2026-02-26,'06:00','14:00',AVAILABLE
AV_90396,CONS_100038,2026-02-27,'06:00','14:00',AVAILABLE
AV_90397,CONS_100039,2026-02-16,'14:00','22:00',AVAILABLE
AV_90398,CONS_100039,2026-02-16,'08:00','16:00',BOOKED
AV_90399,CONS_100039,2026-02-17,'06:00','14:00',AVAILABLE
AV_90400,CONS_100039,2026-02-18,'06:00','14:00',BOOKED
AV_90401,CONS_100039,2026-02-19,'08:00','16:00',BOOKED
AV_90402,CONS_100039,2026-02-19,'14:00','22:00',BOOKED
AV_90403,CONS_100039,2026-02-20,'14:00','22:00',AVAILABLE
AV_90404,CONS_100039,2026-02-20,'08:00','16:00',AVAILABLE
AV_90405,CONS_100039,2026-02-25,'14:00','22:00',AVAILABLE
AV_90406,CONS_100039,2026-02-26,'14:00','22:00',BOOKED
AV_90407,CONS_100039,2026-02-27,'08:00','16:00',AVAILABLE
AV_90408,CONS_100040,2026-02-17,'08:00','16:00',SICK
AV_90409,CONS_100040,2026-02-18,'06:00','14:00',BOOKED
AV_90410,CONS_100040,2026-02-18,'08:00','16:00',BOOKED
AV_90411,CONS_100040,2026-02-19,'14:00','22:00',AVAILABLE
AV_90412,CONS_100040,2026-02-23,'06:00','14:00',AVAILABLE
AV_90413,CONS_100040,2026-02-24,'14:00','22:00',AVAILABLE
AV_90414,CONS_100040,2026-02-25,'06:00','14:00',SICK
AV_90415,CONS_100040,2026-02-25,'14:00','22:00',BOOKED
AV_90416,CONS_100040,2026-02-26,'14:00','22:00',BOOKED
AV_90417,CONS_100041,2026-02-16,'14:00','22:00',BOOKED
AV_90418,CONS_100041,2026-02-18,'14:00','22:00',BOOKED
AV_90419,CONS_100041,2026-02-18,'08:00','16:00',AVAILABLE
AV_90420,CONS_100041,2026-02-19,'14:00','22:00',BOOKED
AV_90421,CONS_100041,2026-02-24,'06:00','14:00',BOOKED
AV_90422,CONS_100041,2026-02-26,'14:00','22:00',AVAILABLE
AV_90423,CONS_100041,2026-02-27,'08:00','16:00',AVAILABLE
AV_90424,CONS_100041,2026-02-27,'06:00','14:00',BOOKED
AV_90425,CONS_100042,2026-02-16,'06:00','14:00',BOOKED
AV_90426,CONS_100042,2026-02-16,'08:00','16:00',AVAILABLE
AV_90427,CONS_100042,2026-02-17,'08:00','16:00',BOOKED
AV_90428,CONS_100042,2026-02-17,'14:00','22:00',AVAILABLE
AV_90429,CONS_100042,2026-02-19,'14:00','22:00',BOOKED
AV_90430,CONS_100042,2026-02-19,'06:00','14:00',AVAILABLE
AV_90431,CONS_100042,2026-02-20,'06:00','14:00',AVAILABLE
AV_90432,CONS_100042,2026-02-23,'06:00','14:00',AVAILABLE
AV_90433,CONS_100042,2026-02-24,'14:00','22:00',AVAILABLE
AV_90434,CONS_100042,2026-02-24,'08:00','16:00',SICK
AV_90435,CONS_100042,2026-02-26,'08:00','16:00',BOOKED
AV_90436,CONS_100042,2026-02-26,'14:00','22:00',AVAILABLE
AV_90437,CONS_100042,2026-02-27,'14:00','22:00',BOOKED
AV_90438,CONS_100043,2026-02-17,'14:00','22:00',AVAILABLE
AV_90439,CONS_100043,2026-02-17,'08:00','16:00',BOOKED
AV_90440,CONS_100043,2026-02-18,'08:00','16:00',AVAILABLE
AV_90441,CONS_100043,2026-02-18,'06:00','14:00',AVAILABLE
AV_90442,CONS_100043,2026-02-19,'08:00','16:00',BOOKED
AV_90443,CONS_100043,2026-02-20,'14:00','22:00',AVAILABLE
AV_90444,CONS_100043,2026-02-20,'06:00','14:00',AVAILABLE
AV_90445,CONS_100043,2026-02-24,'06:00','14:00',AVAILABLE
AV_90446,CONS_100043,2026-02-25,'08:00','16:00',AVAILABLE
AV_90447,CONS_100043,2026-02-26,'06:00','14:00',AVAILABLE
AV_90448,CONS_100043,2026-02-27,'08:00','16:00',BOOKED
AV_90449,CONS_100044,2026-02-16,'14:00','22:00',AVAILABLE
AV_90450,CONS_100044,2026-02-16,'08:00','16:00',AVAILABLE
AV_90451,CONS_100044,2026-02-17,'08:00','16:00',BOOKED
AV_90452,CONS_100044,2026-02-18,'14:00','22:00',BOOKED
AV_90453,CONS_100044,2026-02-18,'08:00','16:00',AVAILABLE
AV_90454,CONS_100044,2026-02-20,'08:00','16:00',AVAILABLE
AV_90455,CONS_100044,2026-02-25,'14:00','22:00',BOOKED
AV_90456,CONS_100044,2026-02-26,'08:00','16:00',AVAILABLE
AV_90457,CONS_100044,2026-02-26,'06:00','14:00',SICK
AV_90458,CONS_100044,2026-02-27,'08:00','16:00',AVAILABLE
AV_90459,CONS_100045,2026-02-16,'06:00','14:00',AVAILABLE
AV_90460,CONS_100045,2026-02-17,'08:00','16:00',BOOKED
AV_90461,CONS_100045,2026-02-18,'08:00','16:00',AVAILABLE
AV_90462,CONS_100045,2026-02-19,'14:00','22:00',BOOKED
AV_90463,CONS_100045,2026-02-20,'14:00','22:00',AVAILABLE
AV_90464,CONS_100045,2026-02-20,'06:00','14:00',AVAILABLE
AV_90465,CONS_100045,2026-02-23,'08:00','16:00',AVAILABLE
AV_90466,CONS_100045,2026-02-24,'08:00','16:00',BOOKED
AV_90467,CONS_100045,2026-02-26,'08:00','16:00',AVAILABLE
AV_90468,CONS_100045,2026-02-27,'14:00','22:00',BOOKED
AV_90469,CONS_100045,2026-02-27,'06:00','14:00',SICK
AV_90470,CONS_100046,2026-02-16,'14:00','22:00',BOOKED
AV_90471,CONS_100046,2026-02-16,'06:00','14:00',BOOKED
AV_90472,CONS_100046,2026-02-17,'08:00','16:00',AVAILABLE
AV_90473,CONS_100046,2026-02-19,'14:00','22:00',AVAILABLE
AV_90474,CONS_100046,2026-02-19,'08:00','16:00',AVAILABLE
AV_90475,CONS_100046,2026-02-24,'08:00','16:00',AVAILABLE
AV_90476,CONS_100046,2026-02-25,'06:00','14:00',AVAILABLE
AV_90477,CONS_100046,2026-02-25,'14:00','22:00',BOOKED
AV_90478,CONS_100046,2026-02-26,'06:00','14:00',BOOKED
AV_90479,CONS_100046,2026-02-26,'08:00','16:00',AVAILABLE
AV_90480,CONS_100047,2026-02-16,'14:00','22:00',AVAILABLE
AV_90481,CONS_100047,2026-02-17,'14:00','22:00',AVAILABLE
AV_90482,CONS_100047,2026-02-18,'08:00','16:00',AVAILABLE
AV_90483,CONS_100047,2026-02-18,'06:00','14:00',AVAILABLE
AV_90484,CONS_100047,2026-02-19,'14:00','22:00',AVAILABLE
AV_90485,CONS_100047,2026-02-20,'06:00','14:00',BOOKED
AV_90486,CONS_100047,2026-02-23,'08:00','16:00',BOOKED
AV_90487,CONS_100047,2026-02-23,'14:00','22:00',BOOKED
AV_90488,CONS_100047,2026-02-24,'08:00','16:00',AVAILABLE
AV_90489,CONS_100047,2026-02-24,'06:00','14:00',AVAILABLE
AV_90490,CONS_100047,2026-02-26,'14:00','22:00',AVAILABLE
AV_90491,CONS_100047,2026-02-26,'06:00','14:00',AVAILABLE
AV_90492,CONS_100047,2026-02-27,'14:00','22:00',BOOKED
AV_90493,CONS_100048,2026-02-16,'14:00','22:00',AVAILABLE
AV_90494,CONS_100048,2026-02-17,'14:00','22:00',SICK
AV_90495,CONS_100048,2026-02-17,'08:00','16:00',AVAILABLE
AV_90496,CONS_100048,2026-02-19,'06:00','14:00',BOOKED
AV_90497,CONS_100048,2026-02-20,'06:00','14:00',BOOKED
AV_90498,CONS_100048,2026-02-23,'14:00','22:00',AVAILABLE
AV_90499,CONS_100048,2026-02-23,'06:00','14:00',BOOKED
AV_90500,CONS_100048,2026-02-24,'08:00','16:00',SICK
AV_90501,CONS_100048,2026-02-26,'06:00','14:00',AVAILABLE
AV_90502,CONS_100048,2026-02-26,'08:00','16:00',AVAILABLE
AV_90503,CONS_100049,2026-02-16,'08:00','16:00',AVAILABLE
AV_90504,CONS_100049,2026-02-18,'06:00','14:00',BOOKED
AV_90505,CONS_100049,2026-02-18,'08:00','16:00',BOOKED
AV_90506,CONS_100049,2026-02-19,'06:00','14:00',BOOKED
AV_90507,CONS_100049,2026-02-20,'08:00','16:00',AVAILABLE
AV_90508,CONS_100049,2026-02-23,'14:00','22:00',BOOKED
AV_90509,CONS_100049,2026-02-23,'08:00','16:00',AVAILABLE
AV_90510,CONS_100049,2026-02-24,'06:00','14:00',AVAILABLE
AV_90511,CONS_100049,2026-02-26,'14:00','22:00',AVAILABLE
AV_90512,CONS_100049,2026-02-27,'14:00','22:00',SICK
AV_90513,CONS_100050,2026-02-16,'14:00','22:00',AVAILABLE
AV_90514,CONS_100050,2026-02-17,'08:00','16:00',AVAILABLE
AV_90515,CONS_100050,2026-02-17,'14:00','22:00',BOOKED
AV_90516,CONS_100050,2026-02-18,'14:00','22:00',AVAILABLE
AV_90517,CONS_100050,2026-02-19,'14:00','22:00',AVAILABLE
AV_90518,CONS_100050,2026-02-19,'08:00','16:00',SICK
AV_90519,CONS_100050,2026-02-20,'14:00','22:00',AVAILABLE
AV_90520,CONS_100050,2026-02-20,'06:00','14:00',SICK
AV_90521,CONS_100050,2026-02-23,'08:00','16:00',BOOKED
AV_90522,CONS_100050,2026-02-24,'06:00','14:00',AVAILABLE
AV_90523,CONS_100050,2026-02-25,'06:00','14:00',AVAILABLE
AV_90524,CONS_100050,2026-02-25,'14:00','22:00',AVAILABLE
AV_90525,CONS_100050,2026-02-27,'08:00','16:00',BOOKED
AV_90526,CONS_100051,2026-02-16,'08:00','16:00',AVAILABLE
AV_90527,CONS_100051,2026-02-17,'14:00','22:00',BOOKED
AV_90528,CONS_100051,2026-02-19,'14:00','22:00',AVAILABLE
AV_90529,CONS_100051,2026-02-20,'08:00','16:00',BOOKED
AV_90530,CONS_100051,2026-02-23,'14:00','22:00',AVAILABLE
AV_90531,CONS_100051,2026-02-24,'14:00','22:00',AVAILABLE
AV_90532,CONS_100051,2026-02-24,'08:00','16:00',BOOKED
AV_90533,CONS_100051,2026-02-26,'06:00','14:00',BOOKED
AV_90534,CONS_100051,2026-02-26,'08:00','16:00',AVAILABLE
AV_90535,CONS_100051,2026-02-27,'06:00','14:00',AVAILABLE
AV_90536,CONS_100052,2026-02-16,'06:00','14:00',BOOKED
AV_90537,CONS_100052,2026-02-16,'08:00','16:00',AVAILABLE
AV_90538,CONS_100052,2026-02-17,'14:00','22:00',BOOKED
AV_90539,CONS_100052,2026-02-18,'08:00','16:00',AVAILABLE
AV_90540,CONS_100052,2026-02-19,'14:00','22:00',AVAILABLE
AV_90541,CONS_100052,2026-02-19,'06:00','14:00',AVAILABLE
AV_90542,CONS_100052,2026-02-20,'08:00','16:00',AVAILABLE
AV_90543,CONS_100052,2026-02-23,'08:00','16:00',AVAILABLE
AV_90544,CONS_100052,2026-02-24,'06:00','14:00',BOOKED
AV_90545,CONS_100052,2026-02-25,'08:00','16:00',BOOKED
AV_90546,CONS_100052,2026-02-27,'08:00','16:00',AVAILABLE
AV_90547,CONS_100053,2026-02-16,'14:00','22:00',AVAILABLE
AV_90548,CONS_100053,2026-02-18,'14:00','22:00',BOOKED
AV_90549,CONS_100053,2026-02-19,'08:00','16:00',BOOKED
AV_90550,CONS_100053,2026-02-20,'14:00','22:00',AVAILABLE
AV_90551,CONS_100053,2026-02-23,'14:00','22:00',AVAILABLE
AV_90552,CONS_100053,2026-02-26,'14:00','22:00',AVAILABLE
AV_90553,CONS_100053,2026-02-27,'08:00','16:00',AVAILABLE
AV_90554,CONS_100053,2026-02-27,'06:00','14:00',BOOKED
AV_90555,CONS_100054,2026-02-17,'08:00','16:00',AVAILABLE
AV_90556,CONS_100054,2026-02-18,'06:00','14:00',AVAILABLE
AV_90557,CONS_100054,2026-02-18,'08:00','16:00',BOOKED
AV_90558,CONS_100054,2026-02-20,'08:00','16:00',AVAILABLE
AV_90559,CONS_100054,2026-02-24,'06:00','14:00',BOOKED
AV_90560,CONS_100054,2026-02-25,'14:00','22:00',BOOKED
AV_90561,CONS_100054,2026-02-25,'08:00','16:00',BOOKED
AV_90562,CONS_100054,2026-02-27,'06:00','14:00',BOOKED
AV_90563,CONS_100055,2026-02-16,'06:00','14:00',BOOKED
AV_90564,CONS_100055,2026-02-18,'08:00','16:00',BOOKED
AV_90565,CONS_100055,2026-02-18,'06:00','14:00',BOOKED
AV_90566,CONS_100055,2026-02-19,'08:00','16:00',AVAILABLE
AV_90567,CONS_100055,2026-02-19,'14:00','22:00',AVAILABLE
AV_90568,CONS_100055,2026-02-20,'14:00','22:00',BOOKED
AV_90569,CONS_100055,2026-02-20,'06:00','14:00',AVAILABLE
AV_90570,CONS_100055,2026-02-23,'06:00','14:00',BOOKED
AV_90571,CONS_100055,2026-02-26,'06:00','14:00',BOOKED
AV_90572,CONS_100055,2026-02-27,'06:00','14:00',AVAILABLE
AV_90573,CONS_100056,2026-02-17,'06:00','14:00',AVAILABLE
AV_90574,CONS_100056,2026-02-18,'14:00','22:00',BOOKED
AV_90575,CONS_100056,2026-02-19,'06:00','14:00',BOOKED
AV_90576,CONS_100056,2026-02-20,'08:00','16:00',AVAILABLE
AV_90577,CONS_100056,2026-02-23,'14:00','22:00',AVAILABLE
AV_90578,CONS_100056,2026-02-25,'08:00','16:00',BOOKED
AV_90579,CONS_100056,2026-02-26,'06:00','14:00',BOOKED
AV_90580,CONS_100056,2026-02-26,'08:00','16:00',AVAILABLE
AV_90581,CONS_100056,2026-02-27,'08:00','16:00',BOOKED
AV_90582,CONS_100056,2026-02-27,'06:00','14:00',BOOKED
AV_90583,CONS_100057,2026-02-17,'06:00','14:00',BOOKED
AV_90584,CONS_100057,2026-02-18,'08:00','16:00',BOOKED
AV_90585,CONS_100057,2026-02-19,'06:00','14:00',BOOKED
AV_90586,CONS_100057,2026-02-19,'08:00','16:00',AVAILABLE
AV_90587,CONS_100057,2026-02-25,'08:00','16:00',BOOKED
AV_90588,CONS_100057,2026-02-25,'06:00','14:00',BOOKED
AV_90589,CONS_100057,2026-02-26,'08:00','16:00',SICK
AV_90590,CONS_100057,2026-02-27,'06:00','14:00',AVAILABLE
AV_90591,CONS_100058,2026-02-19,'06:00','14:00',AVAILABLE
AV_90592,CONS_100058,2026-02-20,'06:00','14:00',BOOKED
AV_90593,CONS_100058,2026-02-23,'06:00','14:00',AVAILABLE
AV_90594,CONS_100058,2026-02-23,'14:00','22:00',AVAILABLE
AV_90595,CONS_100058,2026-02-24,'14:00','22:00',AVAILABLE
AV_90596,CONS_100058,2026-02-25,'08:00','16:00',BOOKED
AV_90597,CONS_100058,2026-02-26,'06:00','14:00',BOOKED
AV_90598,CONS_100058,2026-02-26,'14:00','22:00',AVAILABLE
AV_90599,CONS_100058,2026-02-27,'06:00','14:00',BOOKED
AV_90600,CONS_100059,2026-02-16,'14:00','22:00',SICK
AV_90601,CONS_100059,2026-02-16,'08:00','16:00',AVAILABLE
AV_90602,CONS_100059,2026-02-17,'08:00','16:00',BOOKED
AV_90603,CONS_100059,2026-02-17,'06:00','14:00',AVAILABLE
AV_90604,CONS_100059,2026-02-19,'08:00','16:00',BOOKED
AV_90605,CONS_100059,2026-02-20,'06:00','14:00',BOOKED
AV_90606,CONS_100059,2026-02-24,'08:00','16:00',BOOKED
AV_90607,CONS_100059,2026-02-26,'14:00','22:00',AVAILABLE
AV_90608,CONS_100060,2026-02-16,'14:00','22:00',AVAILABLE
AV_90609,CONS_100060,2026-02-16,'06:00','14:00',BOOKED
AV_90610,CONS_100060,2026-02-17,'08:00','16:00',BOOKED
AV_90611,CONS_100060,2026-02-18,'14:00','22:00',BOOKED
AV_90612,CONS_100060,2026-02-23,'06:00','14:00',AVAILABLE
AV_90613,CONS_100060,2026-02-24,'06:00','14:00',BOOKED
AV_90614,CONS_100060,2026-02-26,'08:00','16:00',AVAILABLE
AV_90615,CONS_100061,2026-02-16,'06:00','14:00',AVAILABLE
AV_90616,CONS_100061,2026-02-17,'06:00','14:00',AVAILABLE
AV_90617,CONS_100061,2026-02-18,'14:00','22:00',AVAILABLE
AV_90618,CONS_100061,2026-02-18,'08:00','16:00',SICK
AV_90619,CONS_100061,2026-02-20,'08:00','16:00',BOOKED
AV_90620,CONS_100061,2026-02-20,'06:00','14:00',AVAILABLE
AV_90621,CONS_100061,2026-02-23,'06:00','14:00',AVAILABLE
AV_90622,CONS_100061,2026-02-23,'08:00','16:00',AVAILABLE
AV_90623,CONS_100061,2026-02-24,'06:00','14:00',AVAILABLE
AV_90624,CONS_100061,2026-02-25,'06:00','14:00',AVAILABLE
AV_90625,CONS_100061,2026-02-26,'06:00','14:00',BOOKED
AV_90626,CONS_100061,2026-02-26,'14:00','22:00',BOOKED
AV_90627,CONS_100062,2026-02-17,'08:00','16:00',BOOKED
AV_90628,CONS_100062,2026-02-17,'14:00','22:00',AVAILABLE
AV_90629,CONS_100062,2026-02-18,'08:00','16:00',AVAILABLE
AV_90630,CONS_100062,2026-02-23,'06:00','14:00',AVAILABLE
AV_90631,CONS_100062,2026-02-24,'06:00','14:00',BOOKED
AV_90632,CONS_100062,2026-02-26,'14:00','22:00',BOOKED
AV_90633,CONS_100062,2026-02-27,'08:00','16:00',BOOKED
AV_90634,CONS_100063,2026-02-16,'14:00','22:00',AVAILABLE
AV_90635,CONS_100063,2026-02-17,'06:00','14:00',BOOKED
AV_90636,CONS_100063,2026-02-17,'08:00','16:00',BOOKED
AV_90637,CONS_100063,2026-02-18,'14:00','22:00',BOOKED
AV_90638,CONS_100063,2026-02-23,'08:00','16:00',BOOKED
AV_90639,CONS_100063,2026-02-24,'14:00','22:00',BOOKED
AV_90640,CONS_100063,2026-02-24,'06:00','14:00',AVAILABLE
AV_90641,CONS_100063,2026-02-25,'14:00','22:00',BOOKED
AV_90642,CONS_100063,2026-02-27,'06:00','14:00',AVAILABLE
AV_90643,CONS_100064,2026-02-17,'14:00','22:00',BOOKED
AV_90644,CONS_100064,2026-02-17,'06:00','14:00',AVAILABLE
AV_90645,CONS_100064,2026-02-18,'14:00','22:00',AVAILABLE
AV_90646,CONS_100064,2026-02-18,'06:00','14:00',AVAILABLE
AV_90647,CONS_100064,2026-02-19,'06:00','14:00',AVAILABLE
AV_90648,CONS_100064,2026-02-19,'14:00','22:00',BOOKED
AV_90649,CONS_100064,2026-02-20,'14:00','22:00',BOOKED
AV_90650,CONS_100064,2026-02-23,'08:00','16:00',AVAILABLE
AV_90651,CONS_100064,2026-02-23,'06:00','14:00',BOOKED
AV_90652,CONS_100064,2026-02-24,'08:00','16:00',AVAILABLE
AV_90653,CONS_100064,2026-02-24,'06:00','14:00',AVAILABLE
AV_90654,CONS_100064,2026-02-26,'08:00','16:00',AVAILABLE
AV_90655,CONS_100064,2026-02-27,'14:00','22:00',SICK
AV_90656,CONS_100065,2026-02-17,'08:00','16:00',BOOKED
AV_90657,CONS_100065,2026-02-18,'08:00','16:00',BOOKED
AV_90658,CONS_100065,2026-02-20,'08:00','16:00',BOOKED
AV_90659,CONS_100065,2026-02-25,'06:00','14:00',BOOKED
AV_90660,CONS_100065,2026-02-27,'06:00','14:00',BOOKED
AV_90661,CONS_100066,2026-02-16,'08:00','16:00',AVAILABLE
AV_90662,CONS_100066,2026-02-18,'14:00','22:00',AVAILABLE
AV_90663,CONS_100066,2026-02-20,'08:00','16:00',AVAILABLE
AV_90664,CONS_100066,2026-02-20,'06:00','14:00',AVAILABLE
AV_90665,CONS_100066,2026-02-23,'14:00','22:00',AVAILABLE
AV_90666,CONS_100066,2026-02-24,'14:00','22:00',BOOKED
AV_90667,CONS_100066,2026-02-25,'14:00','22:00',BOOKED
AV_90668,CONS_100066,2026-02-25,'06:00','14:00',AVAILABLE
AV_90669,CONS_100066,2026-02-26,'06:00','14:00',AVAILABLE
AV_90670,CONS_100066,2026-02-26,'08:00','16:00',BOOKED
AV_90671,CONS_100066,2026-02-27,'08:00','16:00',BOOKED
AV_90672,CONS_100067,2026-02-17,'14:00','22:00',AVAILABLE
AV_90673,CONS_100067,2026-02-18,'06:00','14:00',BOOKED
AV_90674,CONS_100067,2026-02-19,'14:00','22:00',AVAILABLE
AV_90675,CONS_100067,2026-02-20,'08:00','16:00',AVAILABLE
AV_90676,CONS_100067,2026-02-23,'06:00','14:00',BOOKED
AV_90677,CONS_100067,2026-02-25,'06:00','14:00',AVAILABLE
AV_90678,CONS_100067,2026-02-26,'06:00','14:00',BOOKED
AV_90679,CONS_100067,2026-02-27,'14:00','22:00',AVAILABLE
AV_90680,CONS_100068,2026-02-19,'08:00','16:00',AVAILABLE
AV_90681,CONS_100068,2026-02-19,'14:00','22:00',AVAILABLE
AV_90682,CONS_100068,2026-02-20,'06:00','14:00',BOOKED
AV_90683,CONS_100068,2026-02-20,'08:00','16:00',SICK
AV_90684,CONS_100068,2026-02-23,'06:00','14:00',AVAILABLE
AV_90685,CONS_100068,2026-02-24,'06:00','14:00',AVAILABLE
AV_90686,CONS_100068,2026-02-27,'08:00','16:00',BOOKED
AV_90687,CONS_100068,2026-02-27,'14:00','22:00',AVAILABLE
AV_90688,CONS_100069,2026-02-17,'14:00','22:00',BOOKED
AV_90689,CONS_100069,2026-02-18,'06:00','14:00',AVAILABLE
AV_90690,CONS_100069,2026-02-19,'08:00','16:00',AVAILABLE
AV_90691,CONS_100069,2026-02-20,'06:00','14:00',BOOKED
AV_90692,CONS_100069,2026-02-23,'08:00','16:00',BOOKED
AV_90693,CONS_100069,2026-02-24,'08:00','16:00',AVAILABLE
AV_90694,CONS_100069,2026-02-24,'14:00','22:00',AVAILABLE
AV_90695,CONS_100069,2026-02-25,'06:00','14:00',AVAILABLE
AV_90696,CONS_100069,2026-02-27,'06:00','14:00',BOOKED
AV_90697,CONS_100069,2026-02-27,'14:00','22:00',AVAILABLE
AV_90698,CONS_100070,2026-02-16,'08:00','16:00',AVAILABLE
AV_90699,CONS_100070,2026-02-17,'14:00','22:00',BOOKED
AV_90700,CONS_100070,2026-02-18,'08:00','16:00',AVAILABLE
AV_90701,CONS_100070,2026-02-19,'06:00','14:00',AVAILABLE
AV_90702,CONS_100070,2026-02-20,'08:00','16:00',AVAILABLE
AV_90703,CONS_100070,2026-02-20,'06:00','14:00',BOOKED
AV_90704,CONS_100070,2026-02-23,'06:00','14:00',AVAILABLE
AV_90705,CONS_100070,2026-02-24,'08:00','16:00',BOOKED
AV_90706,CONS_100070,2026-02-25,'14:00','22:00',AVAILABLE
AV_90707,CONS_100070,2026-02-26,'06:00','14:00',BOOKED
AV_90708,CONS_100071,2026-02-17,'06:00','14:00',SICK
AV_90709,CONS_100071,2026-02-17,'14:00','22:00',AVAILABLE
AV_90710,CONS_100071,2026-02-18,'06:00','14:00',BOOKED
AV_90711,CONS_100071,2026-02-19,'06:00','14:00',BOOKED
AV_90712,CONS_100071,2026-02-20,'08:00','16:00',BOOKED
AV_90713,CONS_100071,2026-02-23,'06:00','14:00',BOOKED
AV_90714,CONS_100071,2026-02-23,'08:00','16:00',AVAILABLE
AV_90715,CONS_100071,2026-02-25,'06:00','14:00',AVAILABLE
AV_90716,CONS_100071,2026-02-27,'06:00','14:00',BOOKED
AV_90717,CONS_100072,2026-02-18,'08:00','16:00',AVAILABLE
AV_90718,CONS_100072,2026-02-19,'08:00','16:00',AVAILABLE
AV_90719,CONS_100072,2026-02-19,'14:00','22:00',AVAILABLE
AV_90720,CONS_100072,2026-02-20,'14:00','22:00',AVAILABLE
AV_90721,CONS_100072,2026-02-23,'06:00','14:00',AVAILABLE
AV_90722,CONS_100072,2026-02-25,'06:00','14:00',BOOKED
AV_90723,CONS_100072,2026-02-26,'14:00','22:00',BOOKED
AV_90724,CONS_100072,2026-02-26,'06:00','14:00',BOOKED
AV_90725,CONS_100072,2026-02-27,'08:00','16:00',BOOKED
AV_90726,CONS_100073,2026-02-17,'08:00','16:00',BOOKED
AV_90727,CONS_100073,2026-02-18,'06:00','14:00',BOOKED
AV_90728,CONS_100073,2026-02-19,'06:00','14:00',AVAILABLE
AV_90729,CONS_100073,2026-02-19,'14:00','22:00',AVAILABLE
AV_90730,CONS_100073,2026-02-24,'08:00','16:00',AVAILABLE
AV_90731,CONS_100073,2026-02-24,'14:00','22:00',BOOKED
AV_90732,CONS_100073,2026-02-26,'08:00','16:00',BOOKED
AV_90733,CONS_100073,2026-02-27,'14:00','22:00',BOOKED
AV_90734,CONS_100074,2026-02-16,'06:00','14:00',BOOKED
AV_90735,CONS_100074,2026-02-18,'14:00','22:00',BOOKED
AV_90736,CONS_100074,2026-02-23,'06:00','14:00',BOOKED
AV_90737,CONS_100074,2026-02-23,'08:00','16:00',BOOKED
AV_90738,CONS_100074,2026-02-24,'06:00','14:00',BOOKED
AV_90739,CONS_100074,2026-02-24,'14:00','22:00',BOOKED
AV_90740,CONS_100074,2026-02-25,'08:00','16:00',AVAILABLE
AV_90741,CONS_100075,2026-02-16,'14:00','22:00',AVAILABLE
AV_90742,CONS_100075,2026-02-17,'14:00','22:00',BOOKED
AV_90743,CONS_100075,2026-02-17,'08:00','16:00',AVAILABLE
AV_90744,CONS_100075,2026-02-19,'08:00','16:00',AVAILABLE
AV_90745,CONS_100075,2026-02-19,'06:00','14:00',BOOKED
AV_90746,CONS_100075,2026-02-20,'08:00','16:00',AVAILABLE
AV_90747,CONS_100075,2026-02-23,'08:00','16:00',AVAILABLE
AV_90748,CONS_100075,2026-02-24,'06:00','14:00',BOOKED
AV_90749,CONS_100075,2026-02-25,'14:00','22:00',AVAILABLE
AV_90750,CONS_100075,2026-02-26,'14:00','22:00',BOOKED
AV_90751,CONS_100075,2026-02-27,'08:00','16:00',BOOKED
AV_90752,CONS_100076,2026-02-16,'06:00','14:00',AVAILABLE
AV_90753,CONS_100076,2026-02-17,'14:00','22:00',BOOKED
AV_90754,CONS_100076,2026-02-17,'06:00','14:00',BOOKED
AV_90755,CONS_100076,2026-02-24,'08:00','16:00',BOOKED
AV_90756,CONS_100076,2026-02-24,'06:00','14:00',BOOKED
AV_90757,CONS_100076,2026-02-25,'06:00','14:00',AVAILABLE
AV_90758,CONS_100077,2026-02-16,'08:00','16:00',AVAILABLE
AV_90759,CONS_100077,2026-02-16,'14:00','22:00',AVAILABLE
AV_90760,CONS_100077,2026-02-17,'14:00','22:00',AVAILABLE
AV_90761,CONS_100077,2026-02-17,'08:00','16:00',AVAILABLE
AV_90762,CONS_100077,2026-02-18,'06:00','14:00',AVAILABLE
AV_90763,CONS_100077,2026-02-18,'08:00','16:00',BOOKED
AV_90764,CONS_100077,2026-02-19,'08:00','16:00',AVAILABLE
AV_90765,CONS_100077,2026-02-19,'06:00','14:00',AVAILABLE
AV_90766,CONS_100077,2026-02-20,'14:00','22:00',AVAILABLE
AV_90767,CONS_100077,2026-02-24,'06:00','14:00',AVAILABLE
AV_90768,CONS_100077,2026-02-24,'14:00','22:00',BOOKED
AV_90769,CONS_100077,2026-02-25,'06:00','14:00',AVAILABLE
AV_90770,CONS_100077,2026-02-25,'14:00','22:00',AVAILABLE
AV_90771,CONS_100077,2026-02-27,'06:00','14:00',BOOKED
AV_90772,CONS_100077,2026-02-27,'14:00','22:00',AVAILABLE
AV_90773,CONS_100078,2026-02-16,'06:00','14:00',AVAILABLE
AV_90774,CONS_100078,2026-02-17,'14:00','22:00',AVAILABLE
